provider,asn,asn_org,country_count,countries,ip_count,prefix_count,hosting_ip_count,exit_node_count,avg_confidence
FastestVPN,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,1,DE,2,2,2,2,95.0
FastestVPN,40676,AS40676 - Psychz Networks,1,US,2,1,2,2,95.0
FastestVPN,63018,DEDICATED,1,US,2,2,2,2,95.0
FlowVPN,197537,WISDOM-CLOUD,1,SG,2,1,2,2,70.0
FlowVPN,199524,GCORE,1,LU,2,1,2,2,70.0
FlowVPN,200185,XANDMAIL-ASN,1,IT,2,2,2,2,70.0
FlowVPN,201575,WORLDBUS,1,GE,2,1,2,2,70.0
FlowVPN,20454,SSASN2,1,US,2,2,2,2,70.0
FlowVPN,210329,CLOUDWEBMANAGE-UK-1,1,US,2,2,2,2,70.0
FlowVPN,215540,GCS-AS,1,GB,2,2,2,2,70.0
FlowVPN,2519,VECTANT ARTERIA Networks Corporation,1,JP,2,1,2,2,70.0
FlowVPN,3462,HINET Data Communication Business Group,1,TW,2,2,2,2,70.0
FlowVPN,37153,xneelo,1,ZA,2,2,2,2,70.0
FlowVPN,45382,EHOSTIDC-AS-KR Hostcenter,1,KR,2,2,2,2,70.0
FlowVPN,4766,KIXS-AS-KR Korea Telecom,1,KR,2,1,2,2,70.0
FlowVPN,48207,GLBBULUTTEKNOLOJISI-AS,1,TR,2,2,2,2,70.0
FlowVPN,53356,FREE RANGE CLOUD,1,CA,2,1,2,2,70.0
FlowVPN,53667,PONYNET,1,US,2,2,2,2,70.0
FlowVPN,57169,EDIS-AS-EU,1,AT,2,2,2,2,70.0
FlowVPN,59741,SINAVPS SinaVPS,1,CH,2,2,2,2,70.0
FreeVPN,16276,OVH,1,FR,2,2,2,2,88.0
FreeVPN,23679,NUSANET-AS-ID PT. Media Antar Nusa,1,ID,2,2,2,2,88.0
FreeVPN,60404,LITESERVER,1,NL,2,1,2,2,88.0
Froot,9009,M247,1,RO,2,2,2,2,78.0
Getflix,14061,DIGITALOCEAN-ASN,1,US,2,2,2,2,78.0
Getflix,20473,AS-VULTR,1,US,2,2,2,2,78.0
Getflix,48678,TR-PENTECH-AS,1,TR,2,1,2,2,78.0
Getflix,9009,M247,1,RO,2,2,2,2,78.0
GhostPath,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,AU,2,2,2,2,88.0
GhostPath,21472,SERVERHOUSE,1,GB,2,1,2,2,88.0
GhostPath,23470,RELIABLESITE,1,US,2,2,2,2,88.0
GhostPath,36666,GTCOMM,1,CA,2,2,2,2,88.0
GhostPath,397373,H4Y-TECHNOLOGIES,1,US,2,2,2,2,88.0
GhostPath,42422,SECURITYNET-AS,1,CZ,2,1,2,2,88.0
GhostPath,46261,QUICKPACKET,1,US,2,2,2,2,88.0
HideIPVPN,202425,INT-NETWORK,1,SC,2,2,2,2,70.0
HideIPVPN,24940,HETZNER-AS,1,DE,2,2,2,2,70.0
HideIPVPN,51159,THINKSYSTEMSUK-ASN,1,GB,2,2,2,2,70.0
HideIPVPN,59491,LIVENET-,1,PL,2,2,2,2,70.0
HideIPVPN,63023,AS-GLOBALTELEHOST,1,US,2,2,2,2,70.0
Hotspotshield,60068,CDN77 _,1,GB,2,2,2,2,78.0
IVPN,0,,0,,2,1,2,2,95.0
IVPN,132825,MYTEK-AS-AP MYTEK TRADING PTY LTD,1,AU,2,1,2,2,95.0
IVPN,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,HK,2,2,2,2,95.0
IVPN,20473,AS-VULTR,1,US,2,2,2,2,95.0
IVPN,24768,ALMOUROLTEC,1,PT,2,1,2,2,95.0
IVPN,28753,LEASEWEB-DE-FRA-10,1,DE,2,2,2,2,95.0
IVPN,34989,SERVETHEWORLD-AS,1,NO,2,2,2,2,95.0
IVPN,35758,HQSERV_NETWORKS,1,IL,2,2,2,2,95.0
IVPN,36352,AS-COLOCROSSING,1,US,2,2,2,2,95.0
IVPN,394256,CLOUDSINGULARITY,1,CA,2,1,2,2,95.0
IVPN,42708,GLESYS glesys.com,1,SE,2,1,2,2,95.0
IVPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,FI,2,2,2,2,95.0
Ivacy,199524,GCORE,1,LU,2,2,2,2,95.0
Ivacy,206264,AMARUTU-TECHNOLOGY,1,HK,2,1,2,2,95.0
Ivacy,36352,AS-COLOCROSSING,1,US,2,2,2,2,95.0
Ivacy,396356,LATITUDE-SH,2,CL US,2,2,2,2,95.0
Ivacy,56630,MELBICOM-EU-AS Melbikomas UAB,2,LT LV,2,2,2,2,95.0
Ivacy,60068,CDN77 _,2,GB US,2,2,2,2,95.0
KevinVPN,13335,CLOUDFLARENET,1,US,2,2,2,2,70.0
KevinVPN,208226,OUIHEBERG,1,FR,2,2,2,2,70.0
KevinVPN,212477,ROYALE-AS,1,NL,2,1,2,2,70.0
KevinVPN,216416,EVOLUS-IX,1,AT,2,2,2,2,70.0
KevinVPN,399275,SOLID,1,US,2,2,2,2,70.0
KevinVPN,62564,LINVEO-LLC,1,US,2,1,2,2,70.0
MoriVPN,14956,ROUTERHOSTING,1,US,2,2,2,2,80.0
Mullvad,17243,BYTENODE-AS,1,US,2,1,2,2,95.0
Mullvad,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,AL,2,1,2,2,95.0
Mullvad,207990,HR-CUSTOMER,1,IN,2,1,2,2,95.0
Mullvad,30671,DATABRIDGE,1,US,2,1,2,2,95.0
Mullvad,3170,VELOXSERV,1,GB,2,1,2,2,95.0
Mullvad,39486,HOSTROYALE,1,IN,2,1,2,2,95.0
Mullvad,399935,HAYASHIMO,1,US,2,1,2,2,95.0
Mullvad,400882,AS-CYBER-DATA,1,US,2,1,2,2,95.0
Mullvad,51852,PLI-AS,1,PA,2,2,2,2,95.0
Mullvad,6233,XTOM,1,US,2,1,2,2,95.0
NordVPN,205119,TELEKS-,1,MK,2,1,2,2,95.0
OVPN,31103,KEYWEB-AS,1,DE,2,2,2,2,95.0
Octanevpn,14618,AMAZON-AES,1,US,2,2,2,2,78.0
Private Internet Access,205119,TELEKS-,1,MK,2,2,2,2,95.0
Private Internet Access,21859,ZEN-ECN,1,US,2,1,2,2,95.0
Private Internet Access,3257,GTT-BACKBONE GTT,1,CA,2,2,2,2,95.0
Private Internet Access,43289,TRABIA,1,MD,2,2,2,2,95.0
Private Internet Access,45671,AS45671-NET-AU Wholesale Services Provider,1,AU,2,1,2,2,95.0
PrivateVPN,36352,AS-COLOCROSSING,1,US,2,2,2,2,95.0
PrivateVPN,37153,xneelo,1,ZA,2,2,2,2,95.0
PrivateVPN,50304,BLIX,1,NO,2,2,2,2,95.0
ProtonVPN,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,AL,2,2,2,2,95.0
ProtonVPN,208172,PV-HOSTED,1,CH,2,2,2,2,95.0
ProtonVPN,24875,NOVOSERVE-AS,1,NL,2,1,2,2,95.0
ProtonVPN,3258,XTOM-JAPAN xTom Japan Corporation,1,JP,2,1,2,2,95.0
ProtonVPN,41564,AS41564,1,GB,2,2,2,2,95.0
ProtonVPN,46562,PERFORMIVE,1,US,2,1,2,2,95.0
ProtonVPN,56704,FARICE-AS,1,IS,2,1,2,2,95.0
ProtonVPN,63023,AS-GLOBALTELEHOST,1,US,2,1,2,2,95.0
Proxpn,32489,AMANAHA-NEW,1,CA,2,1,2,2,78.0
Proxpn,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,GB,2,1,2,2,78.0
Proxpn,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,1,SG,2,1,2,2,78.0
PureVPN,19148,LEASEWEB-USA-PHX,1,US,2,1,2,2,88.0
PureVPN,209378,INIOS-AS,1,FI,2,1,2,2,88.0
PureVPN,262287,Latitude.sh LTDA,1,BR,2,1,2,2,88.0
RedShield VPN,23470,RELIABLESITE,1,US,2,2,2,2,95.0
RedShield VPN,267507,SRX TECNOLOGIA DA INFORMACAO LTDA,1,BR,2,2,2,2,95.0
RedShield VPN,35758,HQSERV_NETWORKS,1,IL,2,2,2,2,95.0
RedShield VPN,395092,SHOCK-1,1,US,2,2,2,2,95.0
Riseup VPN,60068,CDN77 _,1,GB,2,1,2,2,95.0
Riseup VPN,7765,KOUMBIT,1,CA,2,1,2,2,95.0
Sentinel dVPN,11117,NUYEK,1,US,2,2,2,2,95.0
Sentinel dVPN,13649,ASN-FLEXENTIAL,1,US,2,2,2,2,95.0
Sentinel dVPN,13737,AS-INCX,1,US,2,1,2,2,95.0
Sentinel dVPN,149042,SITCL-AS-AP Silicon Cloud Global US,1,HK,2,1,2,2,95.0
Sentinel dVPN,150423,SERVER-AS-AP Server Galactic Private Limited,1,SG,2,2,2,2,95.0
Sentinel dVPN,151858,INTERDIGI-VN INTERDIGI JOINT STOCK COMPANY,1,VN,2,1,2,2,95.0
Sentinel dVPN,197075,ACTIVENETWORK-AS Active Network S.p.A.,1,IT,2,1,2,2,95.0
Sentinel dVPN,19970,CARRIERDOMAIN-NYC,1,US,2,1,2,2,95.0
Sentinel dVPN,199959,CROWNCLOUD,1,AU,2,2,2,2,95.0
Sentinel dVPN,200019,ALEXHOST,1,MD,2,2,2,2,95.0
Sentinel dVPN,201323,HOST-MEDIA-LTD,1,GB,2,1,2,2,95.0
Sentinel dVPN,206075,HOLLANDER-JACOBSEN,1,DE,2,2,2,2,95.0
Sentinel dVPN,209630,KREDIT-AS,1,UA,2,1,2,2,95.0
Sentinel dVPN,211462,GHT-NET,1,RO,2,2,2,2,95.0
Sentinel dVPN,212271,C1V Internet Service Provider in Italy,1,IT,2,1,2,2,95.0
Sentinel dVPN,213495,SERVITRO-LTD,1,GB,2,2,2,2,95.0
Sentinel dVPN,213520,SENKO-AS Senko Digital Ltd,1,GE,2,2,2,2,95.0
Sentinel dVPN,213535,YOTTASRC,1,SA,2,2,2,2,95.0
Sentinel dVPN,213929,AS213929CH AS213929.ch,1,CH,2,2,2,2,95.0
Sentinel dVPN,215730,H2NEXUS-AS,1,GB,2,2,2,2,95.0
Sentinel dVPN,2864,ALJASKA-AS,1,UA,2,1,2,2,95.0
Sentinel dVPN,32097,WII,1,US,2,2,2,2,95.0
Sentinel dVPN,3258,XTOM-JAPAN xTom Japan Corporation,1,JP,2,2,2,2,95.0
Sentinel dVPN,33185,HIVE-DATA-CENTER,1,CA,2,1,2,2,95.0
Sentinel dVPN,33387,NOCIX,1,US,2,2,2,2,95.0
Sentinel dVPN,396356,LATITUDE-SH,1,US,2,2,2,2,95.0
Sentinel dVPN,396426,-Reserved AS-,1,Unknown,2,1,2,2,95.0
Sentinel dVPN,398493,SYSTEMINPLACE,1,US,2,2,2,2,95.0
Sentinel dVPN,4766,KIXS-AS-KR Korea Telecom,1,KR,2,2,2,2,95.0
Sentinel dVPN,50053,ANTON-LEVIN-AS,1,KG,2,2,2,2,95.0
Sentinel dVPN,54600,PEG-SV,1,US,2,1,2,2,95.0
Sentinel dVPN,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,1,SG,2,2,2,2,95.0
Sentinel dVPN,62553,ELCRO-DIGITAL-SERVICES-LLC,1,US,2,1,2,2,95.0
Sentinel dVPN,64249,ENDOFFICE,1,US,2,1,2,2,95.0
Sentinel dVPN,7922,COMCAST-7922,1,US,2,2,2,2,95.0
Sentinel dVPN,8849,MELBICOM-EU-AS Melbikomas UAB,1,LT,2,1,2,2,95.0
Sentinel dVPN,8888,XTOM xTom Pty Ltd,1,AU,2,2,2,2,95.0
SlickVPN,13213,UK2NET-AS,1,GB,2,2,2,2,88.0
Smartdnsproxy,14061,DIGITALOCEAN-ASN,1,US,2,2,2,2,78.0
Smartdnsproxy,18978,ENZUINC-,1,US,2,2,2,2,78.0
Smartdnsproxy,202422,GHOST,1,LU,2,2,2,2,78.0
Smartdnsproxy,399471,AS-SERVERION,1,US,2,2,2,2,78.0
Smartdnsproxy,43350,NFORCE,1,NL,2,1,2,2,78.0
Smartdnsproxy,45671,AS45671-NET-AU Wholesale Services Provider,1,AU,2,2,2,2,78.0
Smartdnsproxy,60068,CDN77 _,1,GB,2,2,2,2,78.0
Smartdnsproxy,61317,ASDETUK www.heficed.com,1,US,2,2,2,2,78.0
SotaVPN,215730,H2NEXUS-AS,1,GB,2,2,2,2,95.0
StrongVPN,0,,1,CA,2,1,2,2,80.0
StrongVPN,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,1,AU,2,2,2,2,80.0
StrongVPN,3223,VOXILITY,1,GB,2,1,2,2,87.5
StrongVPN,52423,Data Miners S.A.  Racknation.cr,1,CR,2,1,2,2,80.0
Surfshark,197155,ARTNET,1,PL,2,2,2,2,95.0
Surfshark,205676,DCE,1,TH,2,1,2,2,95.0
Surfshark,43513,NANO-AS,1,LV,2,1,2,2,95.0
Surfshark,49453,GLOBALLAYER,1,BE,2,1,2,2,95.0
SwitchVPN,20860,IOMART-AS,1,GB,2,2,2,2,88.0
SwitchVPN,7040,NETMINDERS,1,CA,2,1,2,2,88.0
Trust.Zone,11831,ESECUREDATA,1,CA,2,2,2,2,70.0
Trust.Zone,16247,"M247-UK M247 UK Ltd, trading as M247",1,GB,2,2,2,2,70.0
Trust.Zone,200740,FIRST-SERVER-EU-AS FIRST-SERVER-US,1,GB,2,1,2,2,70.0
Trust.Zone,202015,HZ-US-AS,1,BG,2,2,2,2,70.0
Trust.Zone,32489,AMANAHA-NEW,1,CA,2,2,2,2,70.0
Trust.Zone,49981,WORLDSTREAM,1,NL,2,2,2,2,70.0
Trust.Zone,59711,HZ-EU-AS,1,BG,2,2,2,2,70.0
Trust.Zone,61046,HZ-UK-AS,1,BG,2,2,2,2,70.0
TunnelBear,20473,AS-VULTR,1,US,2,2,2,2,95.0
VPN Gate,133481,AIS-FIBRE-AS-AP AIS Fibre,1,TH,2,2,2,2,78.0
VPN Gate,2518,BIGLOBE BIGLOBE Inc.,1,JP,2,2,2,2,78.0
VPN Jantit,135450,IDNIC-BSTI-AS-ID PT Berkah Solusi Teknologi Informasi,1,ID,2,1,2,2,88.0
VPN Jantit,139989,IDNIC-ATHAMEDIANET-AS-ID CV Atha Media Prima,1,ID,2,1,2,2,88.0
VPN Jantit,199524,GCORE,1,LU,2,2,2,2,88.0
VPN Jantit,200740,FIRST-SERVER-EU-AS FIRST-SERVER-US,1,GB,2,2,2,2,88.0
VPN Jantit,205090,FIRST-SERVER-EUROPE,1,GB,2,2,2,2,88.0
VPN Jantit,207713,GIR-AS,1,RU,2,2,2,2,88.0
VPN Jantit,207957,SERVHOST-AS,1,GB,2,2,2,2,88.0
VPN Jantit,21859,ZEN-ECN,1,US,2,2,2,2,88.0
VPN Jantit,38623,VIETTELCAMBODIA-AS-AP ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,1,KH,2,1,2,2,88.0
VPN Jantit,397032,SPARKED,1,US,2,2,2,2,88.0
VPN Jantit,400992,ZHOUYISAT-COMMUNICATIONS,1,US,2,2,2,2,88.0
VPN Jantit,44259,ULTAHOST-AP-AS,1,US,2,1,2,2,88.0
VPN Jantit,56150,VHOST-AS-VN Viet Solutions Services Trading Company Limited,1,VN,2,2,2,2,88.0
VPN Jantit,59729,ITL-BG,1,US,2,2,2,2,88.0
VPN Jantit,62214,RACKFOREST-AS,1,HU,2,2,2,2,88.0
VPN Jantit,9198,KAZTELECOM-AS,1,KZ,2,1,2,2,88.0
VPN Jantit,9658,"ETPI-IDS-AS-AP Eastern Telecoms Phils., Inc.",1,PH,2,2,2,2,88.0
VPN Unlimited,30083,AS-30083-US-VELIA-NET,1,DE,2,1,2,2,70.0
VPN Unlimited,395954,LEASEWEB-USA-LAX,1,US,2,1,2,2,70.0
VPN Unlimited,46475,LIMESTONENETWORKS,1,US,2,2,2,2,70.0
VPN Unlimited,59711,HZ-EU-AS,1,BG,2,2,2,2,70.0
VPN Unlimited,8280,SYNAPSECOM-AS SYNAPSECOM TELECOMS S.A.,1,GR,2,2,2,2,70.0
VPN.ac,11831,ESECUREDATA,1,CA,2,1,2,2,95.0
VPN.ac,32489,AMANAHA-NEW,1,CA,2,2,2,2,95.0
VPN.ac,7203,LEASEWEB-USA-SFO,1,US,2,1,2,2,95.0
VPNSecure,12876,Online SAS,1,FR,2,2,2,2,88.0
VPNSecure,212238,CDNEXT,1,GB,2,1,2,2,88.0
VPNSecure,36007,KAMATERA,1,US,2,2,2,2,88.0
VPNSecure,43376,DOT,1,RO,2,1,2,2,88.0
VPNSecure,47987,DELTAHOST-KYIV,1,UA,2,2,2,2,88.0
VPNUK,12876,Online SAS,1,FR,2,2,2,2,82.5
VPNUK,33387,NOCIX,1,US,2,2,2,2,95.0
VPNUK,49367,ASSEFLOW,1,IT,2,2,2,2,95.0
Vpnbook,16276,OVH,1,FR,2,2,2,2,78.0
WorldVPN,21100,ITLDC-EU,1,NL,2,2,2,2,88.0
WorldVPN,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",2,CN PH,2,2,2,2,88.0
WorldVPN,8254,ROUTE95,1,US,2,1,2,2,88.0
Zoogvpn,200000,UKRAINE-AS,1,UA,2,2,2,2,78.0
Zoogvpn,212238,CDNEXT,1,GB,2,2,2,2,78.0
Zoogvpn,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,1,DE,2,2,2,2,78.0
Zoogvpn,60781,LEASEWEB-NL-AMS-01 Netherlands,1,NL,2,2,2,2,78.0
uVPN,24940,HETZNER-AS,1,DE,2,2,2,2,70.0
Anonvpn,30058,FDCSERVERS,1,US,1,1,1,1,78.0
Anonvpn,32489,AMANAHA-NEW,1,CA,1,1,1,1,78.0
Anonvpn,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,GB,1,1,1,1,78.0
AnonymousVPN,12876,Online SAS,1,FR,1,1,1,1,95.0
AnonymousVPN,1299,"TWELVE99 Arelion, fka Telia Carrier",1,SE,1,1,1,1,95.0
AnonymousVPN,15440,BALTNETA Customers AS,1,LT,1,1,1,1,95.0
AnonymousVPN,202401,WEBHOSTING24-AS Webhosting24 GmbH,1,DE,1,1,1,1,95.0
AnonymousVPN,204957,GREENFLOID-AS,1,US,1,1,1,1,95.0
AnonymousVPN,24971,MASTER-AS Czech Republic  www.master.cz,1,CZ,1,1,1,1,95.0
AnonymousVPN,3281,SIA_2CLOUD,1,LV,1,1,1,1,95.0
AnonymousVPN,329184,Host-Africa-AS2,1,ZA,1,1,1,1,95.0
AnonymousVPN,48031,XSERVERCLOUD,1,UA,1,1,1,1,95.0
AnonymousVPN,49367,ASSEFLOW,1,IT,1,1,1,1,95.0
AnonymousVPN,52173,MAKONIX,1,LV,1,1,1,1,95.0
AnonymousVPN,61317,ASDETUK www.heficed.com,1,US,1,1,1,1,95.0
AnonymousVPN,63473,HOSTHATCH,1,US,1,1,1,1,95.0
AnonymousVPN,6718,NAV NAV Communications,1,RO,1,1,1,1,95.0
Astrill,17356,VERMONT-TELE,1,US,1,1,1,1,78.0
Astrill,214789,NOVA-CLOUD-,1,KZ,1,1,1,1,78.0
Astrill,25467,AKTON-AS Akton Autonomous System,1,SI,1,1,1,1,78.0
Astrill,42708,GLESYS glesys.com,1,SE,1,1,1,1,78.0
Astrill,45731,"ARDH-AS-ID ARDH GLOBAL INDONESIA, PT",1,ID,1,1,1,1,80.0
Astrill,4760,HKTIMS-AP HKT Limited,1,HK,1,1,1,1,78.0
Astrill,48011,DIGITURUNC,1,TR,1,1,1,1,80.0
Astrill,5650,FRONTIER-FRTR,1,US,1,1,1,1,78.0
AzireVPN,136557,HOST-AS-AP Host Universal Pty Ltd,1,AU,1,1,1,1,95.0
AzireVPN,137373,IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES,1,ID,1,1,1,1,95.0
AzireVPN,18747,IFX18747,1,US,1,1,1,1,95.0
AzireVPN,23959,OWL-AS-AP Owl Limited,1,VU,1,1,1,1,95.0
AzireVPN,3236,SERVER server.ua,1,UA,1,1,1,1,95.0
AzireVPN,328915,MANN-IT-AS,1,ZA,1,1,1,1,95.0
AzireVPN,394256,CLOUDSINGULARITY,1,CA,1,1,1,1,95.0
AzireVPN,40028,AS40028 - 1651884 Ontario Inc.,1,CA,1,1,1,1,95.0
AzireVPN,58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.",1,TH,1,1,1,1,95.0
AzireVPN,61292,BLXGRP,1,NO,1,1,1,1,95.0
AzireVPN,63018,DEDICATED,1,US,1,1,1,1,95.0
BTGuard,20473,AS-VULTR,1,US,1,1,1,1,70.0
BTGuard,32489,AMANAHA-NEW,1,CA,1,1,1,1,70.0
BTGuard,8849,MELBICOM-EU-AS Melbikomas UAB,1,LT,1,1,1,1,70.0
CCrypto VPN,11878,TZULO,1,US,1,1,1,1,88.0
CCrypto VPN,207083,HOSTSLIM-GLOBAL-NETWORK,1,EE,1,1,1,1,88.0
CactusVPN,12876,Online SAS,1,FR,1,1,1,1,95.0
CactusVPN,133398,TELE-AS Tele Asia Limited,1,HK,1,1,1,1,95.0
CactusVPN,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,HK,1,1,1,1,95.0
CactusVPN,138915,KAOPU-HK Kaopu Cloud HK Limited,1,JP,1,1,1,1,95.0
CactusVPN,14586,NUCLEARFALLOUT-CHI,1,US,1,1,1,1,95.0
CactusVPN,204094,I4W,1,PT,1,1,1,1,95.0
CactusVPN,211154,MFBANKA-AS,1,NL,1,1,1,1,95.0
CactusVPN,212238,CDNEXT,1,JP,1,1,1,1,95.0
CactusVPN,268581,QNAX LTDA,1,BR,1,1,1,1,95.0
CactusVPN,30058,FDCSERVERS,1,NL,1,1,1,1,95.0
CactusVPN,31034,ARUBA-ASN,1,IT,1,1,1,1,95.0
CactusVPN,3236,SERVER server.ua,1,UA,1,1,1,1,95.0
CactusVPN,32374,NUCLEARFALLOUT-LAX,1,US,1,1,1,1,95.0
CactusVPN,32751,NUCLEARFALLOUT-SEA,1,US,1,1,1,1,95.0
CactusVPN,393458,NUCLEARFALLOUT-ATL,1,US,1,1,1,1,95.0
CactusVPN,396356,LATITUDE-SH,1,BR,1,1,1,1,95.0
CactusVPN,400475,NUCLEARFALLOUT-DAL,1,US,1,1,1,1,95.0
CactusVPN,401263,NUCLEARFALLOUT-NYC,1,US,1,1,1,1,95.0
CactusVPN,44259,ULTAHOST-AP-AS,1,IN,1,1,1,1,95.0
CactusVPN,44388,"TOPHOST-MD-AS R.Moldova, Chisinau, Paris 18A",1,MD,1,1,1,1,95.0
CactusVPN,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,1,MY,1,1,1,1,95.0
CactusVPN,51852,PLI-AS,1,CH,1,1,1,1,95.0
CactusVPN,62068,SPECTRAIP SpectraIP B.V.,1,NL,1,1,1,1,95.0
CactusVPN,6698,VIRTUALSYSTEMS,1,UA,1,1,1,1,95.0
CactusVPN,9009,M247,1,ES,1,1,1,1,95.0
CyberGhost,4213,EVOCATIVE-GLOBAL,1,US,1,1,1,1,70.0
CyberGhost,45671,AS45671-NET-AU Wholesale Services Provider,1,AU,1,1,1,1,95.0
EasyHideIP,42708,GLESYS glesys.com,1,SE,1,1,1,1,95.0
FastestVPN,206991,IXIR,1,TR,1,1,1,1,95.0
FastestVPN,30633,LEASEWEB-USA-WDC,1,US,1,1,1,1,95.0
FastestVPN,37153,xneelo,1,ZA,1,1,1,1,95.0
FastestVPN,45382,EHOSTIDC-AS-KR Hostcenter,1,KR,1,1,1,1,95.0
FastestVPN,48031,XSERVERCLOUD,1,UA,1,1,1,1,95.0
FastestVPN,58325,BANDWIDTH-ASIA,1,GB,1,1,1,1,95.0
FastestVPN,59787,WEBHS WEBSP LDA,1,PT,1,1,1,1,95.0
FlowVPN,12876,Online SAS,1,FR,1,1,1,1,70.0
FlowVPN,132839,POWERLINE-AS-AP POWER LINE DATACENTER,1,HK,1,1,1,1,70.0
FlowVPN,136052,IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia,1,ID,1,1,1,1,70.0
FlowVPN,136557,HOST-AS-AP Host Universal Pty Ltd,1,AU,1,1,1,1,70.0
FlowVPN,149440,EVOXTENTERPRISE-AS-AP Evoxt Enterprise,1,MY,1,1,1,1,70.0
FlowVPN,15083,INFOLINK-MIA-,1,US,1,1,1,1,70.0
FlowVPN,15440,BALTNETA Customers AS,1,LT,1,1,1,1,70.0
FlowVPN,17497,LGHL-AS-AP Liasail Global Hongkong Limited,1,HK,1,1,1,1,70.0
FlowVPN,197075,ACTIVENETWORK-AS Active Network S.p.A.,1,IT,1,1,1,1,70.0
FlowVPN,197648,CL8ASN1,1,CY,1,1,1,1,70.0
FlowVPN,199653,ARUBAFR-AS,1,IT,1,1,1,1,70.0
FlowVPN,201011,CORE-BACKBONE CORE-BACKBONE GMBH GLOBAL NETWORK,1,DE,1,1,1,1,70.0
FlowVPN,202759,FAIRYHOSTING,1,EE,1,1,1,1,70.0
FlowVPN,203156,RELAYIFY-LLC,1,US,1,1,1,1,70.0
FlowVPN,203210,SZYBKINET,1,PL,1,1,1,1,70.0
FlowVPN,203647,WORLDBUS,1,GE,1,1,1,1,70.0
FlowVPN,207108,AHCLOUD,1,GB,1,1,1,1,70.0
FlowVPN,207992,FEELB,1,FR,1,1,1,1,70.0
FlowVPN,213167,CHOCIZ-AS,1,IN,1,1,1,1,70.0
FlowVPN,215052,DINSERVGRO-NET,1,DK,1,1,1,1,70.0
FlowVPN,215730,H2NEXUS-AS,1,GB,1,1,1,1,70.0
FlowVPN,22439,PERFECT-INTERNATIONAL,1,US,1,1,1,1,70.0
FlowVPN,23352,SERVERCENTRAL,1,US,1,1,1,1,70.0
FlowVPN,24679,SSERV-AS,1,DE,1,1,1,1,70.0
FlowVPN,24768,ALMOUROLTEC,1,PT,1,1,1,1,70.0
FlowVPN,25369,BANDWIDTH-AS,1,GB,1,1,1,1,70.0
FlowVPN,28423,Truxgo S. de R.L de C.V,1,MX,1,1,1,1,70.0
FlowVPN,29049,DELTA-TELECOM-AS International Communication Operator,1,AZ,1,1,1,1,70.0
FlowVPN,29951,SYPTEC-NOC,1,US,1,1,1,1,70.0
FlowVPN,31034,ARUBA-ASN,1,IT,1,1,1,1,70.0
FlowVPN,329268,SS7-AS,1,TN,1,1,1,1,70.0
FlowVPN,33387,NOCIX,1,US,1,1,1,1,70.0
FlowVPN,35661,VIRTUASYS-EU Lift weight. Push bytes. Never drop. Repeat.,1,FR,1,1,1,1,70.0
FlowVPN,36007,KAMATERA,1,US,1,1,1,1,70.0
FlowVPN,36351,SOFTLAYER,1,US,1,1,1,1,70.0
FlowVPN,38001,NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd,1,SG,1,1,1,1,70.0
FlowVPN,394065,ESSENSYSINC,1,US,1,1,1,1,70.0
FlowVPN,401443,WAP-AC,1,US,1,1,1,1,70.0
FlowVPN,40244,TURNKEY-INTERNET,1,US,1,1,1,1,70.0
FlowVPN,40994,"ALWYZON Alwyzon, a trading name of Hohl IT e.U.",1,AT,1,1,1,1,70.0
FlowVPN,41798,TTC-AS JSC Transtelecom,1,KZ,1,1,1,1,70.0
FlowVPN,42708,GLESYS glesys.com,1,SE,1,1,1,1,70.0
FlowVPN,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,GB,1,1,1,1,70.0
FlowVPN,44684,MYTHIC Mythic Beasts Ltd,1,GB,1,1,1,1,70.0
FlowVPN,44709,CLOUDWEBMANAGE-,1,IL,1,1,1,1,70.0
